,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location_lat,Location_long,date_occured,occured_on_dttm,NUM_RECORDS
39,44173,I192031675,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11, ,0,2019,4,Monday,21,Part Three,,42.30177104,-71.05104876,42.30177104,-71.05104876,2019-04-29,2019-04-29 21:01:00,8
40,44174,I192031675,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11, ,0,2019,4,Monday,21,Part Two,,42.30177104,-71.05104876,42.30177104,-71.05104876,2019-04-29,2019-04-29 21:01:00,8
41,44175,I192031675,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C11, ,0,2019,4,Monday,21,Part Two,,42.30177104,-71.05104876,42.30177104,-71.05104876,2019-04-29,2019-04-29 21:01:00,8
42,44176,I192031675,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11, ,0,2019,4,Monday,21,Part Two,,42.30177104,-71.05104876,42.30177104,-71.05104876,2019-04-29,2019-04-29 21:01:00,8
43,44177,I192031675,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11, ,0,2019,4,Monday,21,Part Two,,42.30177104,-71.05104876,42.30177104,-71.05104876,2019-04-29,2019-04-29 21:01:00,8
44,49080,I192026395,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E13,574,0,2019,4,Wednesday,16,Part Two,GREENLEY PL,42.31021459,-71.10508540000002,42.31021459,-71.10508540000001,2019-04-10,2019-04-10 16:43:00,8
45,49081,I192026395,1504,Other,WEAPON - OTHER - OTHER VIOLATION,E13,574,0,2019,4,Wednesday,16,Part Two,GREENLEY PL,42.31021459,-71.10508540000002,42.31021459,-71.10508540000001,2019-04-10,2019-04-10 16:43:00,8
46,49082,I192026395,3130,Search Warrants,SEARCH WARRANT,E13,574,0,2019,4,Wednesday,16,Part Three,GREENLEY PL,42.31021459,-71.10508540000002,42.31021459,-71.10508540000001,2019-04-10,2019-04-10 16:43:00,8
47,49083,I192026395,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,E13,574,0,2019,4,Wednesday,16,Part Three,GREENLEY PL,42.31021459,-71.10508540000002,42.31021459,-71.10508540000001,2019-04-10,2019-04-10 16:43:00,8
48,49084,I192026395,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13,574,0,2019,4,Wednesday,16,Part Two,GREENLEY PL,42.31021459,-71.10508540000002,42.31021459,-71.10508540000001,2019-04-10,2019-04-10 16:43:00,8
49,49085,I192026395,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E13,574,0,2019,4,Wednesday,16,Part Two,GREENLEY PL,42.31021459,-71.10508540000002,42.31021459,-71.10508540000001,2019-04-10,2019-04-10 16:43:00,8
50,49086,I192026395,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,E13,574,0,2019,4,Wednesday,16,Part Two,GREENLEY PL,42.31021459,-71.10508540000002,42.31021459,-71.10508540000001,2019-04-10,2019-04-10 16:43:00,8
51,49087,I192026395,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",E13,574,0,2019,4,Wednesday,16,Part Two,GREENLEY PL,42.31021459,-71.10508540000002,42.31021459,-71.10508540000001,2019-04-10,2019-04-10 16:43:00,8
52,50026,I192025403,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,469,1,2019,4,Saturday,16,Part One,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
53,50027,I192025403,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,469,1,2019,4,Saturday,16,Part One,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
54,50028,I192025403,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,469,1,2019,4,Saturday,16,Part One,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
55,50029,I192025403,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B3,469,1,2019,4,Saturday,16,Part Two,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
56,50030,I192025403,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B3,469,1,2019,4,Saturday,16,Part Two,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
57,50031,I192025403,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B3,469,1,2019,4,Saturday,16,Part Two,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
58,50033,I192025403,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,469,1,2019,4,Saturday,16,Part Two,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
59,50034,I192025403,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,469,1,2019,4,Saturday,16,Part Two,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
60,50035,I192025403,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,469,1,2019,4,Saturday,16,Part Two,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
61,50036,I192025403,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,469,1,2019,4,Saturday,16,Part One,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
62,50037,I192025403,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,469,1,2019,4,Saturday,16,Part One,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
63,50038,I192025403,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,469,1,2019,4,Saturday,16,Part One,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
64,50039,I192025403,3125,Warrant Arrests,WARRANT ARREST,B3,469,1,2019,4,Saturday,16,Part Three,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
65,50040,I192025403,3125,Warrant Arrests,WARRANT ARREST,B3,469,1,2019,4,Saturday,16,Part Three,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
66,50041,I192025403,3125,Warrant Arrests,WARRANT ARREST,B3,469,1,2019,4,Saturday,16,Part Three,MATTAPAN ST,42.27732507,-71.09483139,42.27732507,-71.09483139,2019-04-06,2019-04-06 16:56:00,15
67,65489,I192009132,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",D4,273,1,2019,2,Monday,12,Part One,NORTHAMPTON ST,42.33729692,-71.07919582,42.33729692,-71.07919582,2019-02-04,2019-02-04 12:35:00,10
68,65490,I192009132,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,D4,273,1,2019,2,Monday,12,Part Two,NORTHAMPTON ST,42.33729692,-71.07919582,42.33729692,-71.07919582,2019-02-04,2019-02-04 12:35:00,10
69,65491,I192009132,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",D4,273,1,2019,2,Monday,12,Part Two,NORTHAMPTON ST,42.33729692,-71.07919582,42.33729692,-71.07919582,2019-02-04,2019-02-04 12:35:00,10
70,65492,I192009132,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",D4,273,1,2019,2,Monday,12,Part Two,NORTHAMPTON ST,42.33729692,-71.07919582,42.33729692,-71.07919582,2019-02-04,2019-02-04 12:35:00,10
71,65493,I192009132,3130,Search Warrants,SEARCH WARRANT,D4,273,1,2019,2,Monday,12,Part Three,NORTHAMPTON ST,42.33729692,-71.07919582,42.33729692,-71.07919582,2019-02-04,2019-02-04 12:35:00,10
72,65494,I192009132,371,Robbery,ROBBERY - HOME INVASION,D4,273,1,2019,2,Monday,12,Part One,NORTHAMPTON ST,42.33729692,-71.07919582,42.33729692,-71.07919582,2019-02-04,2019-02-04 12:35:00,10
73,65495,I192009132,3125,Warrant Arrests,WARRANT ARREST,D4,273,1,2019,2,Monday,12,Part Three,NORTHAMPTON ST,42.33729692,-71.07919582,42.33729692,-71.07919582,2019-02-04,2019-02-04 12:35:00,10
74,65496,I192009132,2010,HOME INVASION,HOME INVASION,D4,273,1,2019,2,Monday,12,,NORTHAMPTON ST,42.33729692,-71.07919582,42.33729692,-71.07919582,2019-02-04,2019-02-04 12:35:00,10
75,65497,I192009132,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D4,273,1,2019,2,Monday,12,Part Two,NORTHAMPTON ST,42.33729692,-71.07919582,42.33729692,-71.07919582,2019-02-04,2019-02-04 12:35:00,10
76,65498,I192009132,2660,Other,OTHER OFFENSE,D4,273,1,2019,2,Monday,12,Part Two,NORTHAMPTON ST,42.33729692,-71.07919582,42.33729692,-71.07919582,2019-02-04,2019-02-04 12:35:00,10
77,65799,I192008813,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",D4,624,0,2019,2,Sunday,2,Part Two,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
78,65800,I192008813,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D4,624,0,2019,2,Sunday,2,Part Three,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
79,65801,I192008813,311,Robbery,ROBBERY - COMMERCIAL,D4,624,0,2019,2,Sunday,2,Part One,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
80,65802,I192008813,423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,624,0,2019,2,Sunday,2,Part One,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
81,65803,I192008813,3170,Other,INTIMIDATING WITNESS,D4,624,0,2019,2,Sunday,2,Part Three,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
82,65804,I192008813,3125,Warrant Arrests,WARRANT ARREST,D4,624,0,2019,2,Sunday,2,Part Three,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
83,65805,I192008813,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,624,0,2019,2,Sunday,2,Part Two,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
84,65806,I192008813,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",D4,624,0,2019,2,Sunday,2,Part Two,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
85,65807,I192008813,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,D4,624,0,2019,2,Sunday,2,Part Two,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
86,65808,I192008813,1504,Other,WEAPON - OTHER - OTHER VIOLATION,D4,624,0,2019,2,Sunday,2,Part Two,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
87,65809,I192008813,2511,Other,KIDNAPPING - ENTICING OR ATTEMPTED,D4,624,0,2019,2,Sunday,2,Part Two,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
88,65810,I192008813,2660,Other,OTHER OFFENSE,D4,624,0,2019,2,Sunday,2,Part Two,BROOKLINE AVE,42.34746241,-71.09826597,42.34746241,-71.09826597,2019-02-03,2019-02-03 02:57:00,12
89,70820,I192003542,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",D4,618,0,2019,1,Monday,1,Part Two,HUNTINGTON AVE,42.34091586,-71.08771531,42.34091586,-71.08771531,2019-01-14,2019-01-14 01:11:00,10
90,70821,I192003542,311,Robbery,ROBBERY - COMMERCIAL,D4,618,0,2019,1,Monday,1,Part One,HUNTINGTON AVE,42.34091586,-71.08771531,42.34091586,-71.08771531,2019-01-14,2019-01-14 01:11:00,10
91,70822,I192003542,423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,618,0,2019,1,Monday,1,Part One,HUNTINGTON AVE,42.34091586,-71.08771531,42.34091586,-71.08771531,2019-01-14,2019-01-14 01:11:00,10
92,70823,I192003542,3125,Warrant Arrests,WARRANT ARREST,D4,618,0,2019,1,Monday,1,Part Three,HUNTINGTON AVE,42.34091586,-71.08771531,42.34091586,-71.08771531,2019-01-14,2019-01-14 01:11:00,10
93,70824,I192003542,3130,Search Warrants,SEARCH WARRANT,D4,618,0,2019,1,Monday,1,Part Three,HUNTINGTON AVE,42.34091586,-71.08771531,42.34091586,-71.08771531,2019-01-14,2019-01-14 01:11:00,10
94,70825,I192003542,361,Robbery,ROBBERY - OTHER,D4,618,0,2019,1,Monday,1,Part One,HUNTINGTON AVE,42.34091586,-71.08771531,42.34091586,-71.08771531,2019-01-14,2019-01-14 01:11:00,10
95,70826,I192003542,1402,Vandalism,VANDALISM,D4,618,0,2019,1,Monday,1,Part Two,HUNTINGTON AVE,42.34091586,-71.08771531,42.34091586,-71.08771531,2019-01-14,2019-01-14 01:11:00,10
96,70827,I192003542,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,618,0,2019,1,Monday,1,Part One,HUNTINGTON AVE,42.34091586,-71.08771531,42.34091586,-71.08771531,2019-01-14,2019-01-14 01:11:00,10
97,70828,I192003542,2647,Other,THREATS TO DO BODILY HARM,D4,618,0,2019,1,Monday,1,Part Two,HUNTINGTON AVE,42.34091586,-71.08771531,42.34091586,-71.08771531,2019-01-14,2019-01-14 01:11:00,10
98,70829,I192003542,2617,Drug Violation,CONSPIRACY EXCEPT DRUG LAW,D4,618,0,2019,1,Monday,1,Part Two,HUNTINGTON AVE,42.34091586,-71.08771531,42.34091586,-71.08771531,2019-01-14,2019-01-14 01:11:00,10
99,77673,I182100945,1402,Vandalism,VANDALISM,D4,134,0,2018,12,Saturday,10,Part Two,BERKELEY ST,42.35185194,-71.07334626,42.35185194,-71.07334626,2018-12-15,2018-12-15 10:48:00,8
100,78079,I182100945,2405,Disorderly Conduct,DISORDERLY CONDUCT,D4,134,0,2018,12,Saturday,10,Part Two,BERKELEY ST,42.35185194,-71.07334626,42.35185194,-71.07334626,2018-12-15,2018-12-15 10:48:00,8
101,78080,I182100945,423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,134,0,2018,12,Saturday,10,Part One,BERKELEY ST,42.35185194,-71.07334626,42.35185194,-71.07334626,2018-12-15,2018-12-15 10:48:00,8
102,78081,I182100945,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",D4,134,0,2018,12,Saturday,10,Part Two,BERKELEY ST,42.35185194,-71.07334626,42.35185194,-71.07334626,2018-12-15,2018-12-15 10:48:00,8
103,78082,I182100945,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,134,0,2018,12,Saturday,10,Part Two,BERKELEY ST,42.35185194,-71.07334626,42.35185194,-71.07334626,2018-12-15,2018-12-15 10:48:00,8
104,78083,I182100945,2647,Other,THREATS TO DO BODILY HARM,D4,134,0,2018,12,Saturday,10,Part Two,BERKELEY ST,42.35185194,-71.07334626,42.35185194,-71.07334626,2018-12-15,2018-12-15 10:48:00,8
105,78084,I182100945,2610,Other,TRESPASSING,D4,134,0,2018,12,Saturday,10,Part Two,BERKELEY ST,42.35185194,-71.07334626,42.35185194,-71.07334626,2018-12-15,2018-12-15 10:48:00,8
106,78085,I182100945,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,134,0,2018,12,Saturday,10,Part One,BERKELEY ST,42.35185194,-71.07334626,42.35185194,-71.07334626,2018-12-15,2018-12-15 10:48:00,8
107,84524,I182093874,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,E5,695,0,2018,11,Tuesday,13,Part Two,CENTRE ST,42.28728494,-71.15306857,42.28728494,-71.15306857,2018-11-20,2018-11-20 13:00:00,10
108,84525,I182093874,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",E5,695,0,2018,11,Tuesday,13,Part Two,CENTRE ST,42.28728494,-71.15306857,42.28728494,-71.15306857,2018-11-20,2018-11-20 13:00:00,10
109,84526,I182093874,423,Aggravated Assault,ASSAULT - AGGRAVATED,E5,695,0,2018,11,Tuesday,13,Part One,CENTRE ST,42.28728494,-71.15306857,42.28728494,-71.15306857,2018-11-20,2018-11-20 13:00:00,10
110,84527,I182093874,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,E5,695,0,2018,11,Tuesday,13,Part Two,CENTRE ST,42.28728494,-71.15306857,42.28728494,-71.15306857,2018-11-20,2018-11-20 13:00:00,10
111,84528,I182093874,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,E5,695,0,2018,11,Tuesday,13,Part Three,CENTRE ST,42.28728494,-71.15306857,42.28728494,-71.15306857,2018-11-20,2018-11-20 13:00:00,10
